00001Produto01      0002600124726
00002Produto02      0010000234567
00003Produto03      0715000345678
00004Produto04      0020000456789
00005Produto05      0025000567890
00006Produto06      6030000678901
00007Produto07      0035000789012
00008Produto08      0040000890123
00009Produto09      0045000901234
00010Produto10      0850000912345
00011Produto11      0055000123456
00012Produto12      0060000234567
00013Produto13      0065000345678
00014Produto14      0070000456789
00015Produto15      0075000567890
00016Produto16      0980000678901
00017Produto17      0085000789012
00018Produto18      0090000890123
00019Produto19      9095000901234
00020Produto20      0100000912345
00001Produto01      0002600124726
00002Produto02      0010000234567
00003Produto03      0715000345678
00004Produto04      0020000456789
00005Produto05      0025000567890
00006Produto06      6030000678901
00007Produto07      0035000789012
00008Produto08      0040000890123
00009Produto09      0045000901234
00010Produto10      0850000912345
00011Produto11      0055000123456
00012Produto12      0060000234567
00013Produto13      0065000345678
00014Produto14      0070000456789
00015Produto15      0075000567890
00016Produto16      0980000678901
00017Produto17      0085000789012
00018Produto18      0090000890123
00019Produto19      9095000901234
00020Produto20      0100000912345
00001Produto01      0002600124726
00002Produto02      0010000234567
00003Produto03      0715000345678
00004Produto04      0020000456789
00005Produto05      0025000567890
00006Produto06      6030000678901
00007Produto07      0035000789012
00008Produto08      0040000890123
00009Produto09      0045000901234
00010Produto10      0850000912345
00011Produto11      0055000123456
00012Produto12      0060000234567
00013Produto13      0065000345678
00014Produto14      0070000456789
00015Produto15      0075000567890
00016Produto16      0980000678901
00017Produto17      0085000789012
00018Produto18      0090000890123
00019Produto19      9095000901234
00020Produto20      0100000912345
00001Produto01      0002600124726
00002Produto02      0010000234567
00003Produto03      0715000345678
00004Produto04      0020000456789
00005Produto05      0025000567890
00006Produto06      6030000678901
00007Produto07      0035000789012
00008Produto08      0040000890123
00009Produto09      0045000901234
00010Produto10      0850000912345
00011Produto11      0055000123456
00012Produto12      0060000234567
00013Produto13      0065000345678
00014Produto14      0070000456789
00015Produto15      0075000567890
00016Produto16      0980000678901
00017Produto17      0085000789012
00018Produto18      0090000890123
00019Produto19      9095000901234
00020Produto20      0100000912345
00001Produto01      0002600124726
00002Produto02      0010000234567
00003Produto03      0715000345678
00004Produto04      0020000456789
00005Produto05      0025000567890
00006Produto06      6030000678901
00007Produto07      0035000789012
00008Produto08      0040000890123
00009Produto09      0045000901234
00010Produto10      0850000912345
00011Produto11      0055000123456
00012Produto12      0060000234567
00013Produto13      0065000345678
00014Produto14      0070000456789
00015Produto15      0075000567890
00016Produto16      0980000678901
00017Produto17      0085000789012
00018Produto18      0090000890123
